segindex,fieldname,compname,subcompname,segindex,newfieldname,newcompname,newsubcompname
ADJ.15,adj_responsible_organization,,,ADJ.15,,,
AFF.1,aff_set_id,,,AFF.1,,,
AFF.2,aff_professional_organization,,,AFF.2,,,
AFF.3,aff_professional_organization_address,,,AFF.3,,,
AFF.4,aff_professional_organization_affiliation_date_range,,,AFF.4,,,
AFF.5,aff_professional_affiliation_additional_information,,,AFF.5,,,
AIG.1,aig_set_id,,,AIG.1,,,
AIG.2,aig_segment_action_code,,,AIG.2,,,
AIG.3,aig_resource_id,,,AIG.3,,,
AIG.4,aig_resource_type,,,AIG.4,,,
AIG.5,aig_resource_group,,,AIG.5,,,
AIG.6,aig_resource_qty,,,AIG.6,,,
AIG.7,aig_resource_qty_unit,,,AIG.7,,,
AIG.8,aig_start_date_time,,,AIG.8,,,
AIG.9,aig_start_date_time_offset,,,AIG.9,,,
AIG.10,aig_start_date_time_offset_unit,,,AIG.10,,,
AIG.11,aig_duration,,,AIG.11,,,
AIG.12,aig_duration_unit,,,AIG.12,,,
AIG.13,aig_allow_substitution_code,,,AIG.13,,,
AIG.14,aig_filler_status_code,,,AIG.14,,,
AIL.1,ail_set_id,,,AIL.1,,,
AIL.2,ail_segment_action_code,,,AIL.2,,,
AIL.3,ail_location_resource_id,,,AIL.3,,,
AIL.4,ail_location_type,,,AIL.4,,,
AIL.5,ail_location_group,,,AIL.5,,,
AIL.6,ail_start_date_time,,,AIL.6,,,
AIL.7,ail_start_date_time_offset,,,AIL.7,,,
AIL.8,ail_start_date_time_offset_unit,,,AIL.8,,,
AIL.9,ail_duration,,,AIL.9,,,
AIL.10,ail_duration_unit,,,AIL.10,,,
AIL.11,ail_allow_substitution_code,,,AIL.11,,,
AIL.12,ail_filler_status_code,,,AIL.12,,,
AIP.1,aip_set_id,,,AIP.1,,,
AIP.2,aip_segment_action_code,,,AIP.2,,,
AIP.3,aip_personnel_resource_id,,,AIP.3,,,
AIP.4,aip_resource_type,,,AIP.4,,,
AIP.5,aip_resource_group,,,AIP.5,,,
AIP.6,aip_start_date_time,,,AIP.6,,,
AIP.7,aip_start_date_time_offset,,,AIP.7,,,
AIP.8,aip_start_date_time_offset_unit,,,AIP.8,,,
AIP.9,aip_duration,,,AIP.9,,,
AIP.10,aip_duration_unit,,,AIP.10,,,
AIP.11,aip_allow_substitution_code,,,AIP.11,,,
AIP.12,aip_filler_status_code,,,AIP.12,,,
AIS.1,ais_set_id,,,AIS.1,,,
AIS.2,ais_segment_action_code,,,AIS.2,,,
AIS.3,ais_universal_service_id,,,AIS.3,,,
AIS.4,ais_start_date_time,,,AIS.4,,,
AIS.5,ais_start_date_time_offset,,,AIS.5,,,
AIS.6,ais_start_date_time_offset_unit,,,AIS.6,,,
AIS.7,ais_duration,,,AIS.7,,,
AIS.8,ais_duration_unit,,,AIS.8,,,
AIS.9,ais_allow_substitution_code,,,AIS.9,,,
AIS.10,ais_filler_status_code,,,AIS.10,,,
AIS.11,ais_placer_supplemental_service_information,,,AIS.11,,,
AIS.12,ais_filler_supplemental_service_information,,,AIS.12,,,
AL1.1,al1_set_id,,,AL1.1,,,
AL1.2,al1_allergen_type_code,,,AL1.2,,,
AL1.2.1,al1_allergen_type_code,primary_id,,AL1.2.1,,,
AL1.2.2,al1_allergen_type_code,text,,AL1.2.2,,,
AL1.2.3,al1_allergen_type_code,name_of_coding_sys,,AL1.2.3,,,
AL1.2.4,al1_allergen_type_code,alt_identifier,,AL1.2.4,,,
AL1.2.5,al1_allergen_type_code,alt_text,,AL1.2.5,,,
AL1.2.6,al1_allergen_type_code,name_of_alt_coding_sys,,AL1.2.6,,,
AL1.2.7,al1_allergen_type_code,coding_sys_ver_id,,AL1.2.7,,,
AL1.2.8,al1_allergen_type_code,alt_coding_sys_ver_id,,AL1.2.8,,,
AL1.2.9,al1_allergen_type_code,original_text,,AL1.2.9,,,
AL1.2.10,al1_allergen_type_code,second_alt_id,,AL1.2.10,,,
AL1.2.11,al1_allergen_type_code,second_alt_text,,AL1.2.11,,,
AL1.2.12,al1_allergen_type_code,name_of_second_alt_coding_sys,,AL1.2.12,,,
AL1.2.13,al1_allergen_type_code,second_alt_coding_sys_ver_id,,AL1.2.13,,,
AL1.2.14,al1_allergen_type_code,coding_sys_oid,,AL1.2.14,,,
AL1.2.15,al1_allergen_type_code,value_set_oid,,AL1.2.15,,,
AL1.2.16,al1_allergen_type_code,value_set_ver_id,,AL1.2.16,,,
AL1.2.17,al1_allergen_type_code,alt_coding_sys_oid,,AL1.2.17,,,
AL1.2.18,al1_allergen_type_code,alt_value_set_oid,,AL1.2.18,,,
AL1.2.19,al1_allergen_type_code,alt_value_set_ver_id,,AL1.2.19,,,
AL1.2.20,al1_allergen_type_code,second_alt_coding_sys_oid,,AL1.2.20,,,
AL1.2.21,al1_allergen_type_code,second_alt_value_set_oid,,AL1.2.21,,,
AL1.2.22,al1_allergen_type_code,second_alt_value_set_ver_id,,AL1.2.22,,,
AL1.3,al1_allergen_code,,,AL1.3,,,
AL1.3.1,al1_allergen_code,primary_id,,AL1.3.1,,,
AL1.3.2,al1_allergen_code,text,,AL1.3.2,,,
AL1.3.3,al1_allergen_code,name_of_coding_sys,,AL1.3.3,,,
AL1.3.4,al1_allergen_code,alt_id,,AL1.3.4,,,
AL1.3.5,al1_allergen_code,alt_text,,AL1.3.5,,,
AL1.3.6,al1_allergen_code,name_of_alt_coding_sys,,AL1.3.6,,,
AL1.3.7,al1_allergen_code,coding_sys_ver_id,,AL1.3.7,,,
AL1.3.8,al1_allergen_code,alt_coding_sys_ver_id,,AL1.3.8,,,
AL1.3.9,al1_allergen_code,original_text,,AL1.3.9,,,
AL1.3.10,al1_allergen_code,second_alt_id,,AL1.3.10,,,
AL1.3.11,al1_allergen_code,second_alt_text,,AL1.3.11,,,
AL1.3.12,al1_allergen_code,name_of_second_alt_coding_sys,,AL1.3.12,,,
AL1.3.13,al1_allergen_code,second_alt_coding_sys_ver_id,,AL1.3.13,,,
AL1.3.14,al1_allergen_code,coding_sys_oid,,AL1.3.14,,,
AL1.3.15,al1_allergen_code,value_set_oid,,AL1.3.15,,,
AL1.3.16,al1_allergen_code,value_set_ver_id,,AL1.3.16,,,
AL1.3.17,al1_allergen_code,alt_coding_sys_oid,,AL1.3.17,,,
AL1.3.18,al1_allergen_code,alt_value_set_oid,,AL1.3.18,,,
AL1.3.19,al1_allergen_code,alt_value_set_ver_id,,AL1.3.19,,,
AL1.3.20,al1_allergen_code,second_alt_coding_sys_oid,,AL1.3.20,,,
AL1.3.21,al1_allergen_code,second_alt_value_set_oid,,AL1.3.21,,,
AL1.3.22,al1_allergen_code,second_alt_value_set_ver_id,,AL1.3.22,,,
AL1.4,al1_allergy_severity_code,,,AL1.4,,,
AL1.4.1,al1_allergy_severity_code,primary_id,,AL1.4.1,,,
AL1.4.2,al1_allergy_severity_code,text,,AL1.4.2,,,
AL1.4.3,al1_allergy_severity_code,name_of_coding_sys,,AL1.4.3,,,
AL1.4.4,al1_allergy_severity_code,alt_identifier,,AL1.4.4,,,
AL1.4.5,al1_allergy_severity_code,alt_text,,AL1.4.5,,,
AL1.4.6,al1_allergy_severity_code,name_of_alt_coding_sys,,AL1.4.6,,,
AL1.4.7,al1_allergy_severity_code,coding_sys_ver_id,,AL1.4.7,,,
AL1.4.8,al1_allergy_severity_code,alt_coding_sys_ver_id,,AL1.4.8,,,
AL1.4.9,al1_allergy_severity_code,original_text,,AL1.4.9,,,
AL1.4.10,al1_allergy_severity_code,second_alt_id,,AL1.4.10,,,
AL1.4.11,al1_allergy_severity_code,second_alt_text,,AL1.4.11,,,
AL1.4.12,al1_allergy_severity_code,name_of_second_alt_coding_sys,,AL1.4.12,,,
AL1.4.13,al1_allergy_severity_code,second_alt_coding_sys_ver_id,,AL1.4.13,,,
AL1.4.14,al1_allergy_severity_code,coding_sys_oid,,AL1.4.14,,,
AL1.4.15,al1_allergy_severity_code,value_set_oid,,AL1.4.15,,,
AL1.4.16,al1_allergy_severity_code,value_set_ver_id,,AL1.4.16,,,
AL1.4.17,al1_allergy_severity_code,alt_coding_sys_oid,,AL1.4.17,,,
AL1.4.18,al1_allergy_severity_code,alt_value_set_oid,,AL1.4.18,,,
AL1.4.19,al1_allergy_severity_code,alt_value_set_ver_id,,AL1.4.19,,,
AL1.4.20,al1_allergy_severity_code,second_alt_coding_sys_oid,,AL1.4.20,,,
AL1.4.21,al1_allergy_severity_code,second_alt_value_set_oid,,AL1.4.21,,,
AL1.4.22,al1_allergy_severity_code,second_alt_value_set_ver_id,,AL1.4.22,,,
AL1.5,al1_allergy_reaction_code,,,AL1.5,,,
AL1.6,al1_identification_date,,,AL1.6,,,
AL1.7,al1_clin_sys_override_7,,,AL1.7,,,
AL1.8,al1_clin_sys_override_8,,,AL1.8,,,
AL1.9,al1_clin_sys_override_9,,,AL1.9,,,
AL1.9.1,al1_clin_sys_override_9,primary_id,,AL1.9.1,,,
AL1.9.2,al1_clin_sys_override_9,text,,AL1.9.2,,,
AL1.9.3,al1_clin_sys_override_9,name_of_coding_sys,,AL1.9.3,,,
AL1.9.4,al1_clin_sys_override_9,alt_id,,AL1.9.4,,,
AL1.9.5,al1_clin_sys_override_9,alt_text,,AL1.9.5,,,
AL1.9.6,al1_clin_sys_override_9,name_of_alt_coding_sys,,AL1.9.6,,,
AL1.9.7,al1_clin_sys_override_9,coding_sys_ver_id,,AL1.9.7,,,
AL1.9.8,al1_clin_sys_override_9,alt_coding_sys_ver_id,,AL1.9.8,,,
AL1.9.9,al1_clin_sys_override_9,original_text,,AL1.9.9,,,
AL1.9.10,al1_clin_sys_override_9,second_alt_id,,AL1.9.10,,,
AL1.9.11,al1_clin_sys_override_9,second_alt_text,,AL1.9.11,,,
AL1.9.12,al1_clin_sys_override_9,name_of_second_alt_coding_sys,,AL1.9.12,,,
AL1.9.13,al1_clin_sys_override_9,second_alt_coding_sys_ver_id,,AL1.9.13,,,
AL1.9.14,al1_clin_sys_override_9,coding_sys_oid,,AL1.9.14,,,
AL1.9.15,al1_clin_sys_override_9,value_set_oid,,AL1.9.15,,,
AL1.9.16,al1_clin_sys_override_9,value_set_ver_id,,AL1.9.16,,,
AL1.9.17,al1_clin_sys_override_9,alt_coding_sys_oid,,AL1.9.17,,,
AL1.9.18,al1_clin_sys_override_9,alt_value_set_oid,,AL1.9.18,,,
AL1.9.19,al1_clin_sys_override_9,alt_value_set_ver_id,,AL1.9.19,,,
AL1.9.20,al1_clin_sys_override_9,second_alt_coding_sys_oid,,AL1.9.20,,,
AL1.9.21,al1_clin_sys_override_9,second_alt_value_set_oid,,AL1.9.21,,,
AL1.9.22,al1_clin_sys_override_9,second_alt_value_set_ver_id,,AL1.9.22,,,
APR.1,apr_time_selection_criteria,,,APR.1,,,
APR.2,apr_resource_selection_criteria,,,APR.2,,,
APR.3,apr_location_selection_criteria,,,APR.3,,,
APR.4,apr_slot_spacing_criteria,,,APR.4,,,
APR.5,apr_filler_override_criteria,,,APR.5,,,
ARQ.1,arq_placer_appointment_id,,,ARQ.1,,,
ARQ.2,arq_filler_appointment_id,,,ARQ.2,,,
ARQ.3,arq_occurrence_num,,,ARQ.3,,,
ARQ.4,arq_placer_group_num,,,ARQ.4,,,
ARQ.5,arq_schedule_id,,,ARQ.5,,,
ARQ.6,arq_request_event_reason,,,ARQ.6,,,
ARQ.7,arq_appointment_reason,,,ARQ.7,,,
ARQ.8,arq_appointment_type,,,ARQ.8,,,
ARQ.9,arq_appointment_duration,,,ARQ.9,,,
ARQ.10,arq_appointment_duration_unit,,,ARQ.10,,,
ARQ.11,arq_requested_start_date_time_range,,,ARQ.11,,,
ARQ.12,arq_priority,,,ARQ.12,,,
ARQ.13,arq_repeating_interval,,,ARQ.13,,,
ARQ.14,arq_repeating_interval_duration,,,ARQ.14,,,
ARQ.15,arq_placer_contact_person,,,ARQ.15,,,
ARQ.16,arq_placer_contact_phone_num,,,ARQ.16,,,
ARQ.17,arq_placer_contact_address,,,ARQ.17,,,
ARQ.18,arq_placer_contact_location,,,ARQ.18,,,
ARQ.19,arq_entered_by_person,,,ARQ.19,,,
ARQ.20,arq_entered_by_phone_num,,,ARQ.20,,,
ARQ.21,arq_entered_by_location,,,ARQ.21,,,
ARQ.22,arq_parent_placer_appointment_id,,,ARQ.22,,,
ARQ.23,arq_parent_filler_appointment_id,,,ARQ.23,,,
ARQ.24,arq_placer_order_num,,,ARQ.24,,,
ARQ.25,arq_filler_order_num,,,ARQ.25,,,
ARV.1,arv_set_id,,,ARV.1,,,
ARV.2,arv_access_restriction_action_code,,,ARV.2,,,
ARV.2.1,arv_access_restriction_action_code,primary_id,,ARV.2.1,,,
ARV.2.2,arv_access_restriction_action_code,text,,ARV.2.2,,,
ARV.2.3,arv_access_restriction_action_code,name_of_coding_sys,,ARV.2.3,,,
ARV.2.4,arv_access_restriction_action_code,alt_identifier,,ARV.2.4,,,
ARV.2.5,arv_access_restriction_action_code,alt_text,,ARV.2.5,,,
ARV.2.6,arv_access_restriction_action_code,name_of_alt_coding_sys,,ARV.2.6,,,
ARV.2.7,arv_access_restriction_action_code,coding_sys_ver_id,,ARV.2.7,,,
ARV.2.8,arv_access_restriction_action_code,alt_coding_sys_ver_id,,ARV.2.8,,,
ARV.2.9,arv_access_restriction_action_code,original_text,,ARV.2.9,,,
ARV.2.10,arv_access_restriction_action_code,second_alt_id,,ARV.2.10,,,
ARV.2.11,arv_access_restriction_action_code,second_alt_text,,ARV.2.11,,,
ARV.2.12,arv_access_restriction_action_code,name_of_second_alt_coding_sys,,ARV.2.12,,,
ARV.2.13,arv_access_restriction_action_code,second_alt_coding_sys_ver_id,,ARV.2.13,,,
ARV.2.14,arv_access_restriction_action_code,coding_sys_oid,,ARV.2.14,,,
ARV.2.15,arv_access_restriction_action_code,value_set_oid,,ARV.2.15,,,
ARV.2.16,arv_access_restriction_action_code,value_set_ver_id,,ARV.2.16,,,
ARV.2.17,arv_access_restriction_action_code,alt_coding_sys_oid,,ARV.2.17,,,
ARV.2.18,arv_access_restriction_action_code,alt_value_set_oid,,ARV.2.18,,,
ARV.2.19,arv_access_restriction_action_code,alt_value_set_ver_id,,ARV.2.19,,,
ARV.2.20,arv_access_restriction_action_code,second_alt_coding_sys_oid,,ARV.2.20,,,
ARV.2.21,arv_access_restriction_action_code,second_alt_value_set_oid,,ARV.2.21,,,
ARV.2.22,arv_access_restriction_action_code,second_alt_value_set_ver_id,,ARV.2.22,,,
ARV.3,arv_access_restriction_value,,,ARV.3,,,
ARV.3.1,arv_access_restriction_value,primary_id,,ARV.3.1,,,
ARV.3.2,arv_access_restriction_value,text,,ARV.3.2,,,
ARV.3.3,arv_access_restriction_value,name_of_coding_sys,,ARV.3.3,,,
ARV.3.4,arv_access_restriction_value,alt_identifier,,ARV.3.4,,,
ARV.3.5,arv_access_restriction_value,alt_text,,ARV.3.5,,,
ARV.3.6,arv_access_restriction_value,name_of_alt_coding_sys,,ARV.3.6,,,
ARV.3.7,arv_access_restriction_value,coding_sys_ver_id,,ARV.3.7,,,
ARV.3.8,arv_access_restriction_value,alt_coding_sys_ver_id,,ARV.3.8,,,
ARV.3.9,arv_access_restriction_value,original_text,,ARV.3.9,,,
ARV.3.10,arv_access_restriction_value,second_alt_id,,ARV.3.10,,,
ARV.3.11,arv_access_restriction_value,second_alt_text,,ARV.3.11,,,
ARV.3.12,arv_access_restriction_value,name_of_second_alt_coding_sys,,ARV.3.12,,,
ARV.3.13,arv_access_restriction_value,second_alt_coding_sys_ver_id,,ARV.3.13,,,
ARV.3.14,arv_access_restriction_value,coding_sys_oid,,ARV.3.14,,,
ARV.3.15,arv_access_restriction_value,value_set_oid,,ARV.3.15,,,
ARV.3.16,arv_access_restriction_value,value_set_ver_id,,ARV.3.16,,,
ARV.3.17,arv_access_restriction_value,alt_coding_sys_oid,,ARV.3.17,,,
ARV.3.18,arv_access_restriction_value,alt_value_set_oid,,ARV.3.18,,,
ARV.3.19,arv_access_restriction_value,alt_value_set_ver_id,,ARV.3.19,,,
ARV.3.20,arv_access_restriction_value,second_alt_coding_sys_oid,,ARV.3.20,,,
ARV.3.21,arv_access_restriction_value,second_alt_value_set_oid,,ARV.3.21,,,
ARV.3.22,arv_access_restriction_value,second_alt_value_set_ver_id,,ARV.3.22,,,
ARV.4,arv_access_restriction_reason,,,ARV.4,,,
ARV.4.1,arv_access_restriction_reason,primary_id,,ARV.4.1,,,
ARV.4.2,arv_access_restriction_reason,text,,ARV.4.2,,,
ARV.4.3,arv_access_restriction_reason,name_of_coding_sys,,ARV.4.3,,,
ARV.4.4,arv_access_restriction_reason,alt_identifier,,ARV.4.4,,,
ARV.4.5,arv_access_restriction_reason,alt_text,,ARV.4.5,,,
ARV.4.6,arv_access_restriction_reason,name_of_alt_coding_sys,,ARV.4.6,,,
ARV.4.7,arv_access_restriction_reason,coding_sys_ver_id,,ARV.4.7,,,
ARV.4.8,arv_access_restriction_reason,alt_coding_sys_ver_id,,ARV.4.8,,,
ARV.4.9,arv_access_restriction_reason,original_text,,ARV.4.9,,,
ARV.4.10,arv_access_restriction_reason,second_alt_id,,ARV.4.10,,,
ARV.4.11,arv_access_restriction_reason,second_alt_text,,ARV.4.11,,,
ARV.4.12,arv_access_restriction_reason,name_of_second_alt_coding_sys,,ARV.4.12,,,
ARV.4.13,arv_access_restriction_reason,second_alt_coding_sys_ver_id,,ARV.4.13,,,
ARV.4.14,arv_access_restriction_reason,coding_sys_oid,,ARV.4.14,,,
ARV.4.15,arv_access_restriction_reason,value_set_oid,,ARV.4.15,,,
ARV.4.16,arv_access_restriction_reason,value_set_ver_id,,ARV.4.16,,,
ARV.4.17,arv_access_restriction_reason,alt_coding_sys_oid,,ARV.4.17,,,
ARV.4.18,arv_access_restriction_reason,alt_value_set_oid,,ARV.4.18,,,
ARV.4.19,arv_access_restriction_reason,alt_value_set_ver_id,,ARV.4.19,,,
ARV.4.20,arv_access_restriction_reason,second_alt_coding_sys_oid,,ARV.4.20,,,
ARV.4.21,arv_access_restriction_reason,second_alt_value_set_oid,,ARV.4.21,,,
ARV.4.22,arv_access_restriction_reason,second_alt_value_set_ver_id,,ARV.4.22,,,
ARV.5,arv_special_access_restriction_instruction,,,ARV.5,,,
ARV.6,arv_access_restriction_date_range,,,ARV.6,,,
ARV.6.1,arv_access_restriction_date_range,range_start_dt,,ARV.6.1,,,
ARV.6.2,arv_access_restriction_date_range,range_end_dt,,ARV.6.2,,,
AUT.1,aut_authr_payor_plan_id,,,AUT.1,,,
AUT.2,aut_authr_payor_company_id,,,AUT.2,,,
AUT.3,aut_authr_payor_company_name,,,AUT.3,,,
AUT.4,aut_authr_eff_date,,,AUT.4,,,
AUT.5,aut_authr_expiration_date,,,AUT.5,,,
AUT.6,aut_authr_id,,,AUT.6,,,
AUT.7,aut_reimbursement_limit_amt,,,AUT.7,,,
AUT.8,aut_requested_treatment_num,,,AUT.8,,,
AUT.9,aut_authr_treatment_num,,,AUT.9,,,
AUT.10,aut_process_date,,,AUT.10,,,
AUT.11,aut_requested_discipline_code,,,AUT.11,,,
AUT.12,aut_authr_discipline_code,,,AUT.12,,,
BHS.1,bhs_batch_field_separator,,,BHS.1,,,
BHS.2,bhs_batch_encoding_character,,,BHS.2,,,
BHS.3,bhs_batch_sending_application,,,BHS.3,,,
BHS.4,bhs_batch_sending_facility,,,BHS.4,,,
BHS.5,bhs_batch_receiving_application,,,BHS.5,,,
BHS.6,bhs_batch_receiving_facility,,,BHS.6,,,
BHS.7,bhs_batch_creation_date_time,,,BHS.7,,,
BHS.8,bhs_batch_security,,,BHS.8,,,
BHS.9,bhs_batch_name_id_type,,,BHS.9,,,
BHS.10,bhs_batch_comment,,,BHS.10,,,
BHS.11,bhs_batch_control_id,,,BHS.11,,,
BHS.12,bhs_reference_batch_control_id,,,BHS.12,,,
BHS.13,bhs_batch_sending_network_address,,,BHS.13,,,
BHS.14,bhs_batch_receiving_network_address,,,BHS.14,,,
BLC.1,blc_blood_product_code,,,BLC.1,,,
BLC.2,blc_blood_amt,,,BLC.2,,,
BLG.1,blg_when_to_charge,,,BLG.1,,,
BLG.2,blg_charge_type_reason_text,,,BLG.2,,,
BLG.3,blg_account_id,,,BLG.3,,,
BLG.4,blg_charge_type_reason,,,BLG.4,,,
BPO.1,bpo_set_id,,,BPO.1,,,
BPO.2,bpo_bp_universal_service_id,,,BPO.2,,,
BPO.3,bpo_bp_processing_requirement,,,BPO.3,,,
BPO.4,bpo_bp_qty,,,BPO.4,,,
BPO.5,bpo_bp_amt,,,BPO.5,,,
BPO.6,bpo_bp_unit,,,BPO.6,,,
BPO.7,bpo_bp_intended_use_date_time,,,BPO.7,,,
BPO.8,bpo_bp_intended_dispense_from_location,,,BPO.8,,,
BPO.9,bpo_bp_intended_dispense_from_address,,,BPO.9,,,
BPO.10,bpo_bp_requested_dispense_date_time,,,BPO.10,,,
BPO.11,bpo_bp_requested_dispense_to_location,,,BPO.11,,,
BPO.12,bpo_bp_requested_dispense_to_address,,,BPO.12,,,
BPO.13,bpo_bp_indication_for_use_text,,,BPO.13,,,
BPO.14,bpo_bp_informed_consent_ind,,,BPO.14,,,
BPX.1,bpx_set_id,,,BPX.1,,,
BPX.2,bpx_bp_dispense_status,,,BPX.2,,,
BPX.3,bpx_bp_status,,,BPX.3,,,
BPX.4,bpx_bp_status_date_time,,,BPX.4,,,
BPX.5,bpx_bc_donation_id,,,BPX.5,,,
BPX.6,bpx_bc_component,,,BPX.6,,,
BPX.7,bpx_bc_donation_type_intended_use,,,BPX.7,,,
BPX.8,bpx_cp_commercial_product,,,BPX.8,,,
BPX.9,bpx_cp_manufacturer,,,BPX.9,,,
BPX.10,bpx_cp_lot_num,,,BPX.10,,,
BPX.11,bpx_bp_blood_group,,,BPX.11,,,
BPX.12,bpx_bc_special_testing,,,BPX.12,,,
BPX.13,bpx_bp_expiration_date_time,,,BPX.13,,,
BPX.14,bpx_bp_qty,,,BPX.14,,,
BPX.15,bpx_bp_amt,,,BPX.15,,,
BPX.16,bpx_bp_unit,,,BPX.16,,,
BPX.17,bpx_bp_unique_id,,,BPX.17,,,
BPX.18,bpx_bp_actual_dispensed_to_location,,,BPX.18,,,
BPX.19,bpx_bp_actual_dispensed_to_address,,,BPX.19,,,
BPX.20,bpx_bp_dispensed_to_receiver,,,BPX.20,,,
BPX.21,bpx_bp_dispensing_individual,,,BPX.21,,,
BTS.1,bts_batch_message_cnt,,,BTS.1,,,
BTS.2,bts_batch_comment,,,BTS.2,,,
BTS.3,bts_batch_total,,,BTS.3,,,
BTX.1,btx_set_id,,,BTX.1,,,
BTX.2,btx_bc_donation_id,,,BTX.2,,,
BTX.3,btx_bc_component,,,BTX.3,,,
BTX.4,btx_bc_blood_group,,,BTX.4,,,
BTX.5,btx_cp_commercial_product,,,BTX.5,,,
BTX.6,btx_cp_manufacturer,,,BTX.6,,,
BTX.7,btx_cp_lot_num,,,BTX.7,,,
BTX.8,btx_bp_qty,,,BTX.8,,,
BTX.9,btx_bp_amt,,,BTX.9,,,
BTX.10,btx_bp_unit,,,BTX.10,,,
BTX.11,btx_bp_transfusion_disposition_status,,,BTX.11,,,
BTX.12,btx_bp_message_status,,,BTX.12,,,
BTX.13,btx_bp_status_date_time,,,BTX.13,,,
BTX.14,btx_bp_transfusion_administrator,,,BTX.14,,,
BTX.15,btx_bp_transfusion_verifier,,,BTX.15,,,
BTX.16,btx_bp_transfusion_start_status_date_time,,,BTX.16,,,
BTX.17,btx_bp_transfusion_end_status_date_time,,,BTX.17,,,
BTX.18,btx_bp_adverse_reaction_type,,,BTX.18,,,
BTX.19,btx_bp_transfusion_interrupted_reason,,,BTX.19,,,
CDM.1,cdm_primary_key_value_cdm,,,CDM.1,,,
CDM.2,cdm_charge_code_alias,,,CDM.2,,,
CDM.3,cdm_charge_desc_short,,,CDM.3,,,
CDM.4,cdm_charge_desc_long,,,CDM.4,,,
CDM.5,cdm_desc_override_ind,,,CDM.5,,,
CDM.6,cdm_exploding_charges,,,CDM.6,,,
CDM.7,cdm_procedure_code,,,CDM.7,,,
CDM.8,cdm_active_inactive_flag,,,CDM.8,,,
CDM.9,cdm_inventory_num,,,CDM.9,,,
CDM.10,cdm_resource_load_num,,,CDM.10,,,
CDM.11,cdm_contract_num,,,CDM.11,,,
CDM.12,cdm_contract_organization,,,CDM.12,,,
CDM.13,cdm_room_fee_ind,,,CDM.13,,,
CER.1,cer_set_id,,,CER.1,,,
CER.2,cer_serial_num,,,CER.2,,,
CER.3,cer_version,,,CER.3,,,
CER.4,cer_granting_authority,,,CER.4,,,
CER.5,cer_issuing_authority,,,CER.5,,,
CER.6,cer_signature_of_issuing_authority,,,CER.6,,,
CER.7,cer_granting_country,,,CER.7,,,
CER.8,cer_granting_st_province,,,CER.8,,,
CER.9,cer_granting_county_parish,,,CER.9,,,
CER.10,cer_certificate_type,,,CER.10,,,
CER.11,cer_certificate_domain,,,CER.11,,,
CER.12,cer_subject_id,,,CER.12,,,
CER.13,cer_subject_name,,,CER.13,,,
CER.14,cer_subject_directory_attribute_extension,,,CER.14,,,
CER.15,cer_subject_public_key_info,,,CER.15,,,
CER.16,cer_authority_key_id,,,CER.16,,,
CER.17,cer_basic_constraint,,,CER.17,,,
CER.18,cer_crl_distribution_point,,,CER.18,,,
CER.19,cer_jurisdiction_country,,,CER.19,,,
CER.20,cer_jurisdiction_st_province,,,CER.20,,,
CER.21,cer_jurisdiction_county_parish,,,CER.21,,,
CER.22,cer_jurisdiction_breadth,,,CER.22,,,
CER.23,cer_granting_date,,,CER.23,,,
CER.24,cer_issuing_date,,,CER.24,,,
CER.25,cer_activation_date,,,CER.25,,,
CER.26,cer_inactivation_date,,,CER.26,,,
CER.27,cer_expiration_date,,,CER.27,,,
CER.28,cer_renewal_date,,,CER.28,,,
CER.29,cer_revocation_date,,,CER.29,,,
CER.30,cer_revocation_reason_code,,,CER.30,,,
CER.31,cer_certificate_status_code,,,CER.31,,,
CM0.1,cm0_set_id,,,CM0.1,,,
CM0.2,cm0_sponsor_study_id,,,CM0.2,,,
CM0.3,cm0_alternate_study_id,,,CM0.3,,,
CM0.4,cm0_title_of_study,,,CM0.4,,,
CM0.5,cm0_chairman_of_study,,,CM0.5,,,
CM0.6,cm0_last_irb_approval_date,,,CM0.6,,,
CM0.7,cm0_total_accrual_to_date,,,CM0.7,,,
CM0.8,cm0_last_accrual_date,,,CM0.8,,,
CM0.9,cm0_contact_for_study,,,CM0.9,,,
CM0.10,cm0_contact_telephone_num,,,CM0.10,,,
CM0.11,cm0_contact_address,,,CM0.11,,,
CM1.1,cm1_set_id,,,CM1.1,,,
CM1.2,cm1_study_phase_id,,,CM1.2,,,
CM1.3,cm1_desc_of_study_phase,,,CM1.3,,,
CM2.1,cm2_set_id,,,CM2.1,,,
CM2.2,cm2_scheduled_time_point,,,CM2.2,,,
CM2.3,cm2_desc_of_time_point,,,CM2.3,,,
CM2.4,cm2_events_scheduled_this_time_point,,,CM2.4,,,
CNS.1,cns_starting_notification_reference_num,,,CNS.1,,,
CNS.2,cns_ending_notification_reference_num,,,CNS.2,,,
CNS.3,cns_starting_notification_date_time,,,CNS.3,,,
CNS.4,cns_ending_notification_date_time,,,CNS.4,,,
CNS.5,cns_starting_notification_code,,,CNS.5,,,
CNS.6,cns_ending_notification_code,,,CNS.6,,,
CON.1,con_set_id,,,CON.1,,,
CON.2,con_consent_type,,,CON.2,,,
CON.2.1,con_consent_type,primary_id,,CON.2.1,,,
CON.2.2,con_consent_type,text,,CON.2.2,,,
CON.2.3,con_consent_type,name_of_coding_sys,,CON.2.3,,,
CON.2.4,con_consent_type,alt_identifier,,CON.2.4,,,
